,Paper_ID,Question_ID,Question_Type,Question_Text,Token_Text,Word_Count
1444,0460_s22_qp_23.pdf,(a),SUB,"Using Fig. 4.1, identify the following features:",features,50
1445,0460_s22_qp_23.pdf,(b),SUB,Fig. 4.2 shows the number of global deaths caused by earthquakes from 2000 to 2015. number of deaths Fig. 4.2,number deaths earthquakes number deaths,111
1446,0460_s22_qp_23.pdf,(i),SUB, Which two years had the highest number of deaths? ,years number deaths,51
1447,0460_s22_qp_23.pdf,(ii),SUB, Suggest four reasons why the number of deaths caused by earthquakes per year varies. ,reasons number deaths earthquakes year varies,86
1448,0460_s22_qp_23.pdf,5,MAIN,Fig. 5.1 shows the climate of a place in Brazil. temperature 30 rainfall J F M A M J J A S O N D Fig. 5.1,climate place temperature rainfall,106
1449,0460_s22_qp_23.pdf,(a),SUB,For the climate shown in Fig. 5.1 state the:,climate state,46
1450,0460_s22_qp_23.pdf,(i),SUB, January rainfall ,rainfall,18
1451,0460_s22_qp_23.pdf,(ii),SUB, annual temperature range. ,temperature range,27
1452,0460_s22_qp_23.pdf,(iii),SUB,Which three of the following statements about the climate shown in Fig. 5.1 are true? Tick (3) three boxes below. tick (3) October is the wettest month. February is the driest month. There are two wetter seasons. The annual rainfall is low. The annual temperature range is high. Temperatures are high throughout the year. March is the hottest month. July is the coolest month.,statements climate boxes tick month month seasons rainfall temperature range Temperatures year month month,378
1453,0460_s22_qp_23.pdf,(b),SUB,"Study Fig. 5.2, which shows a simplified food web for a rainforest. caiman jaguar ocelot SECONDARY CONSUMERS",food web rainforest caiman jaguar ocelot,110
1454,0460_s22_qp_23.pdf,(carnivores),SUB, howler spider three-toed PRIMARY monkey monkey sloth CONSUMERS ,howler spider monkey monkey CONSUMERS,64
1455,0460_s22_qp_23.pdf,(herbivores),SUB,grass banana orchid bromeliad PRODUCERS tree plant (green plants) energy flow Fig. 5.2,grass banana orchid bromeliad tree plant plants energy flow,88
1456,0460_s22_qp_23.pdf,(i),SUB, Identify two foods eaten by the caiman. ,foods caiman,41
1457,0460_s22_qp_23.pdf,(ii),SUB, Suggest two impacts of a reduced number of orchids. ,impacts number orchids,53
1458,0460_s22_qp_23.pdf,6,MAIN,Fig. 6.1 shows information about a global coffee shop company. Content removed due to copyright restrictions. Fig. 6.1,shows information coffee shop company restrictions,119
1459,0460_s22_qp_23.pdf,(a),SUB,"Using Fig. 6.1 only, identify the evidence that this is a transnational company which has undergone globalisation.",evidence company globalisation,116
1460,0460_w14_qp_21.pdf,(a),SUB,Cambridge International Examinations Cambridge International General Certificate of Secondary Education GEOGRAPHY 0460/21 Paper 2 October/November 2014,,152
1461,0460_w14_qp_21.pdf,1,MAIN,"hour 30 minutes Candidates answer on the Question Paper. Additional Materials: Ruler Protractor Plain paper Calculator 1:50 000 Survey Map Extract is enclosed with this Question Paper. READ THESE INSTRUCTIONS FIRST Write your Centre number, candidate number and name in the spaces provided. Write in dark blue or black pen. You may use an HB pencil for any diagrams or graphs. Do not use staples, paper clips, glue or correction fluid. DO NOT WRITE IN ANY BARCODES. Answer all questions. The Insert contains Photographs A and B for Question 3. The Survey Map Extract and the Insert are not required by the Examiner. Sketch maps and diagrams should be drawn whenever they serve to illustrate an answer. At the end of the examination, fasten all your work securely together. The number of marks is given in brackets [ ] at the end of each question or part question. This document consists of 16 printed pages and Insert. DC (NF/CGW) 80064/5",hour minutes Materials paper number number name spaces blue pen pencil diagrams graphs staples paper clips glue correction fluid questions maps diagrams answer end examination work number marks brackets end question part question document pages,939
1462,0460_w14_qp_21.pdf,1,MAIN,"Study the map extract, which is for Matshiya, Zimbabwe. The scale is 1:50 000.",map extract scale,79
1463,0460_w14_qp_21.pdf,(a),SUB,"Fig. 1 shows some of the features in the south east of the map extract. Study Fig. 1 and the map extract, and answer the questions on the opposite page. Fig. 1 Using the map extract, identify the following features shown on Fig. 1:",features east map extract map extract questions page map extract features,233
1464,0460_w14_qp_21.pdf,(i),SUB, the name of river A; ,name river,22
1465,0460_w14_qp_21.pdf,(ii),SUB, feature B; ,feature,12
1466,0460_w14_qp_21.pdf,(iii),SUB, feature C; ,feature,12
1467,0460_w14_qp_21.pdf,(iv),SUB, the height above sea level at point D; ,height sea level point,40
1468,0460_w14_qp_21.pdf,(v),SUB, the main land use in area E; ,land use area,30
1469,0460_w14_qp_21.pdf,(vi),SUB, feature F. ,feature,12
1470,0460_w14_qp_21.pdf,(b),SUB,Look at the Nkazhe river in the south of the map extract. Which four of the following statements about the river are true? Tick four boxes in the table below. Statement Tick (✓) The river flows towards the north The river is about 100 metres wide The river flows across land lower than 800 metres above sea level The river runs through orchard or plantation The river has many tributaries The river flows towards the east There is a dam on the river There are rapids on the river The river meanders There are waterfalls on the river,Look river south map extract statements river boxes table river north river metres river land metres sea level river orchard plantation river tributaries river east dam river rapids river river meanders waterfalls river,534
1471,0460_w14_qp_21.pdf,(c),SUB, (i) What is the main settlement pattern shown on the map? Tick (✓) one correct answer below. Tick (✓) dispersed linear nucleated ,settlement pattern map correct answer,130
1472,0460_w14_qp_21.pdf,(ii),SUB, Suggest one reason why this settlement pattern has developed. ,reason settlement pattern,63
1473,0460_w14_qp_21.pdf,(iii),SUB, Study the settlements shown on the map. What is the main type of building in the settlements? ,settlements map type building settlements,95
1474,0460_w14_qp_21.pdf,(d),SUB,"Fig. 2 is a cross section from north to south through Banbanika hill and the Nkazhe river from 282900 to 282850. north south metres 1120 1120 metres above 1040 1040 above sea level sea level Fig. 2 On Fig. 2, using labelled arrows, mark the positions of:",section hill river metres metres sea level sea level arrows positions,256
1475,0460_w14_qp_21.pdf,(i),SUB,the Nkazhe river; [1],river,23
1476,0460_w14_qp_21.pdf,(ii),SUB,the south facing slope of Banbanika hill; [1],slope hill,47
1477,0460_w14_qp_21.pdf,(iii),SUB,a track. [1],track,14
1478,0460_w14_qp_21.pdf,(e),SUB,A person travels along the road from Nkazhi School to Matshiya School. The location of the two schools and the road is shown on Fig. 3. Nkazhi School Matshiya School Fig. 3,person road location schools road,174
1479,0460_w14_qp_21.pdf,(i),SUB, What is the main type of land-use on either side of the road? ,type land-use side road,63
1480,0460_w14_qp_21.pdf,(ii),SUB, In which compass direction does the person travel from Nkazhi School to Matshiya School? Tick (✓) one correct answer in the table below. Tick (✓) ,compass direction person travel correct answer table,147
1481,0460_w14_qp_21.pdf,(iii),SUB, Estimate the distance that the person travels. Tick (✓) one correct answer in the table below. Tick (✓) ,distance person travels correct answer table,105
1482,0460_w14_qp_21.pdf,(iv),SUB,What is the average height above sea level of the road? Tick (✓) one correct answer in the table below. Tick (✓) 900 metres 940 metres 980 metres 1000 metres [Total: 20 marks],height sea level road correct answer table metres metres metres metres Total marks,177
1483,0460_w14_qp_21.pdf,2,MAIN,"(a) Fig. 4 shows some recent international population migrations affecting Asia. Arctic Ocean Russia Atlantic China Pakistan Philippines Indian Pacific Ocean population migration Fig. 4 Using Fig. 4 only, describe the different population migrations affecting Asia.",population migrations population migration population migrations,266
1484,0460_w14_qp_21.pdf,(b),SUB,Fig. 5 gives information about the populations of four countries. It shows statistics about the percentage of each country’s population born in another country. total total total total 4.9 5.8 38.3 5.9 million million million million of total of total population population France UK USA Canada Fig. 5,information populations countries statistics percentage country population country total total population population,303
1485,0460_w14_qp_21.pdf,(i),SUB, Which one of the four countries has the greatest percentage of people born in another country and what is the percentage? ,countries percentage people country percentage,123
1486,0460_w14_qp_21.pdf,(ii),SUB, Which one of the four countries has the least number of people born in another country and what is the number? ,countries number people country number,112
1487,0460_w14_qp_21.pdf,(iii),SUB,"Using information from Fig. 5, how do the statistics for the USA differ from those of the other three countries? [Total: 8 marks]",information statistics differ countries Total marks,131
1488,0460_w14_qp_21.pdf,3,MAIN,Photographs A and B (Insert) show two river valleys. ,river valleys,53
1489,0460_w14_qp_21.pdf,(a),SUB," Identify features X, Y and Z on Photograph A. Choose your answers from the list below: flood plain, V-shaped valley, meanders, plateau, levees, interlocking spurs. ",answers list flood plain valley meanders plateau levees spurs,165
1490,0460_w14_qp_21.pdf,(b),SUB,Describe the river and the relief of the valley in Photograph B. [Total: 8 marks],river relief valley Total marks,83
1491,0460_w14_qp_21.pdf,4,MAIN,Fig. 6 shows the areas of tropical rainforest climate and tropical desert climate in South America. Fig. 7 shows the climates of Arica in the tropical desert and Iquitos in the tropical rainforest. Study Figs 6 and 7 and answer the questions on the opposite page. Iquitos tropical rainforest climate tropical desert climate Fig. 6 Arica Iquitos annual rainfall 2878 mm annual annual 200 rainfall 200 rainfall annual rainfall 0.8 mm (mm) (mm) J F M A M J J A S O N D J F M A M J J A S O N D Fig. 7 erutarepmet erutarepmet,areas rainforest climate desert climate climates desert rainforest questions page rainforest climate desert climate rainfall mm rainfall mm mm mm erutarepmet,521
1492,0460_w14_qp_21.pdf,(a),SUB,Describe the distribution of the area of tropical rainforest climate shown on Fig. 6.,distribution area rainforest climate,87
1493,0460_w14_qp_21.pdf,(b),SUB,Describe the difference between the annual temperature range at Arica and the annual temperature range at Iquitos shown on Fig. 7.,difference temperature range temperature range,132
1494,0460_w14_qp_21.pdf,(c),SUB, (i) Give reasons for the amount of rainfall at Arica. ,reasons amount rainfall,55
1495,0460_w14_qp_21.pdf,(ii),SUB,Give reasons for the temperatures at Iquitos. [Total: 8 marks],reasons temperatures Total marks,64
1496,0460_w14_qp_21.pdf,5,MAIN,Table 1 shows the use of agricultural land in Kazakhstan. Table 1 Land use Percentage of total area pasture 61 arable 32 fallow 4,use land Table use Percentage area pasture,130
1497,0460_w14_qp_21.pdf,(a),SUB,Use information from Table 1 to complete Fig. 8 below. Use the key provided. [2] pasture arable fallow Fig. 8,information key pasture,111
1498,0460_w14_qp_21.pdf,(b),SUB, (i) What is the difference between commercial farming and subsistence farming? ,difference farming subsistence farming,80
1499,0460_w14_qp_21.pdf,(ii),SUB, Describe one difference between intensive farming and extensive farming. ,difference farming farming,74
1500,0460_w14_qp_21.pdf,(c),SUB,"Fig. 9 gives information about wheat farming in Kazakhstan. Wheat farming in Kazakhstan in north-central Kazakhstan where there are fertile soils and the land is flat. Individual fields frequently measure over 400 hectares. Precipitation is low, about 450 mm per year, and wheat fields in this region are not irrigated. The region is subject to frequent drought. The use of fertilizer increased by nearly 500% between 1999 and 2007 and continues to increase due in part to the government subsidising prices. A technological factor contributing The government provides support to agricultural research facilities. replacement of ageing combined harvesters with new equipment. 77% of the total grain output is produced on farms that are larger than 5000 hectares. Family farms are substantially smaller than this. Family farms and the larger farms produce mainly for sale rather than for private consumption. Fig. 9",information wheat farming soils land fields hectares mm year wheat fields region region drought use fertilizer part government prices factor government support research facilities replacement harvesters equipment grain output farms hectares farms farms farms sale consumption,915
1501,0460_w14_qp_21.pdf,(i),SUB,"Using Fig. 9 only, give one physical input of wheat farming in Kazakhstan.",input wheat farming,76
1502,0460_w14_qp_21.pdf,(ii),SUB,"Using Fig. 9 only, give one human input of wheat farming in Kazakhstan.",input wheat farming,73
1503,0460_w14_qp_21.pdf,(iii),SUB,Is wheat farming in Kazakhstan commercial or subsistence? Give one piece of evidence from Fig. 9 to support your answer.,subsistence piece evidence answer,122
1504,0460_w14_qp_21.pdf,(iv),SUB,Is wheat farming in Kazakhstan intensive or extensive? Give one piece of evidence from Fig. 9 to support your answer. [Total: 8 marks],intensive piece evidence answer Total marks,136
1505,0460_w14_qp_21.pdf,6,MAIN,"Bulgaria, a country in eastern Europe, is encouraging industrial development. ",country development,78
1506,0460_w14_qp_21.pdf,(a),SUB,"Table 2 shows the current employment structure in Bulgaria. Table 2 Sector Percentage of employment primary 8 secondary 35 tertiary 57 Use the information in Table 2 to complete Fig. 10, the divided bar graph below. Use the key provided. [2] Key primary secondary tertiary Fig. 10",employment structure Percentage employment information bar graph key,282
1507,0460_w14_qp_21.pdf,(b),SUB,"Development is being encouraged at three industrial sites near the city of Plovdiv. These are at Kuklen, Maritsa and Parvomay. The three sites and their sizes are shown on Fig. 11. Study Fig. 11 and answer the questions on pages 15 and 16. Maritsa",sites city sites sizes questions pages Maritsa,249
1508,0460_w14_qp_21.pdf,(2 000 000 m2),SUB, Parvomay Plovdiv ,,18
1509,0460_w14_qp_21.pdf,(population 340 000),SUB,(1 000 000 m2) Kuklen,m2,23
1510,0460_w14_qp_21.pdf,(470 000 m2),SUB,"0 10 Asenovgrad (population 60 000) km to resorts in Rodopi Mountains industrial site and area (m2) motorway urban area main road A airport railway Fig. 11 For each of the following factors, choose the site which offers the best facilities. Tick one box for each factor and give a reason for your choice.",population km resorts site area m2 area road airport railway factors site facilities box factor reason choice,306
1511,0460_w14_qp_21.pdf,(i),SUB, Road transport Site Kuklen Maritsa Parvomay No difference Tick (✓) ,transport difference,68
1512,0460_w14_qp_21.pdf,(ii),SUB, Air transport Site Kuklen Maritsa Parvomay No difference Tick (✓) ,transport difference,67
1513,0460_w14_qp_21.pdf,(iii),SUB, Rail transport Site Kuklen Maritsa Parvomay No difference Tick (✓) ,transport difference,68
1514,0460_w14_qp_21.pdf,(iv),SUB, Market and labour supply Site Kuklen Maritsa Parvomay No difference Tick (✓) ,Market supply difference,78
1515,0460_w14_qp_21.pdf,(v),SUB, Amount of land available Site Kuklen Maritsa Parvomay No difference Tick (✓) ,Amount land difference,78
1516,0460_w14_qp_22.pdf,(v),SUB,Cambridge International Examinations Cambridge International General Certificate of Secondary Education GEOGRAPHY 0460/22 Paper 2 October/November 2014,,152
1517,0460_w14_qp_22.pdf,1,MAIN,"hour 30 minutes Candidates answer on the Question Paper. Additional Materials: Ruler Protractor Plain paper Calculator 1:50 000 Survey Map Extract is enclosed with this Question Paper. READ THESE INSTRUCTIONS FIRST Write your Centre number, candidate number and name in the spaces provided. Write in dark blue or black pen. You may use an HB pencil for any diagrams or graphs. Do not use staples, paper clips, glue or correction fluid. DO NOT WRITE IN ANY BARCODES. Answer all questions. The Insert contains Photograph A for Question 3 and Photograph B for Question 4. The Survey Map Extract and the Insert are not required by the Examiner. Sketch maps and diagrams should be drawn whenever they serve to illustrate an answer. At the end of the examination, fasten all your work securely together. The number of marks is given in brackets [ ] at the end of each question or part question. This document consists of 15 printed pages, blank page and Insert. DC (NF/CGW) 80245/8",hour minutes Materials paper number number name spaces blue pen pencil diagrams graphs staples paper clips glue correction fluid questions maps diagrams answer end examination work number marks brackets end question part question document pages page,976
1518,0460_w14_qp_22.pdf,1,MAIN,"Study the map extract for Doelfontein, Zimbabwe. The scale is 1:50 000.",map extract scale,72
1519,0460_w14_qp_22.pdf,(a),SUB,"Fig. 1 shows some of the features in the north west part of the map extract. Study Fig. 1 and the map extract, and answer the questions below. Fig. 1 Using the map extract, identify the following features shown on Fig. 1:",features part map extract map extract questions map extract features,223
1520,0460_w14_qp_22.pdf,(i),SUB, feature A; ,feature,12
1521,0460_w14_qp_22.pdf,(ii),SUB, feature B; ,feature,12
1522,0460_w14_qp_22.pdf,(iii),SUB, the height above sea level of the spot height at C; ,height sea level spot height,53
1523,0460_w14_qp_22.pdf,(iv),SUB, the height above sea level of the contour at D; ,height sea level contour,49
1524,0460_w14_qp_22.pdf,(v),SUB, the type of road at E. ,type road,24
1525,0460_w14_qp_22.pdf,(b),SUB,"Find the Big Ben mining area (1681,1680) in the east of the map extract. Give map evidence for mining in this area.",mining area east map extract evidence mining area,117
1526,0460_w14_qp_22.pdf,(c),SUB, Find Mt Cazalet and Spitzkop hill in the west of the map extract. ,hill west map extract,67
1527,0460_w14_qp_22.pdf,(i),SUB, Give the six figure grid reference for the trigonometrical station at the top of Mt Cazalet. ,figure reference station top,94
1528,0460_w14_qp_22.pdf,(ii),SUB, Give the bearing from grid north to the top of Spitzkop hill from the top of Mt Cazalet. ,bearing north top hill top,90
1529,0460_w14_qp_22.pdf,(iii),SUB, Give the compass direction to the top of Spitzkop hill from the top of Mt Cazalet. ,compass direction top hill top,84
1530,0460_w14_qp_22.pdf,(d),SUB,"Fig. 2 is a cross section along northing 78 from 100780 to 150780. Fig. 2 On Fig. 2, using labelled arrows, mark the positions of:",section arrows positions,132
1531,0460_w14_qp_22.pdf,(i),SUB,the wide tarred road; [1],road,27
1532,0460_w14_qp_22.pdf,(ii),SUB,the 33 kV power line; [1],kV power line,27
1533,0460_w14_qp_22.pdf,(iii),SUB,the railway. [1] sertem sertem,railway sertem sertem,32
1534,0460_w14_qp_22.pdf,(e),SUB,"Fig. 3 shows the location of two areas in the north of the map extract. These are Judds Farm and Exchange. Study the two areas and answer the questions below. JUDDS FARM EXCHANGE Fig. 3 The table below compares the features of the two areas. Complete the table by putting ticks in the correct five boxes. Use only one tick for each row. area at area at both these neither of Judds Farm Exchange areas these areas Example: tarred road track, cut line or game dip tank reservoir flat or gently sloping land drainage flows to the [Total: 20 marks]",location areas north map extract areas questions table features areas table ticks boxes tick row area area areas areas road track line game dip tank reservoir land drainage Total marks,546
1535,0460_w14_qp_22.pdf,2,MAIN,"Fig. 4 shows three instruments, A, B and C, kept at a weather station. Study Fig. 4 and answer the questions on the opposite page. –25 40 –20 35 –15 30 –10 25",shows instruments weather station questions page,159
1536,0460_w14_qp_22.pdf,25,MAIN,–10,–10,4
1537,0460_w14_qp_22.pdf,30,MAIN,–15,–15,4
1538,0460_w14_qp_22.pdf,35,MAIN,–20,–20,4
1539,0460_w14_qp_22.pdf,40,MAIN,–25 Fig. 4,,11
1540,0460_w14_qp_22.pdf,(a),SUB," Identify instruments A, B and C. ",instruments,34
1541,0460_w14_qp_22.pdf,(b),SUB,"Using instrument A on Fig. 4, state the direction from which the wind is blowing.",instrument state direction wind,83
1542,0460_w14_qp_22.pdf,(c),SUB,"On Fig. 4, label the position of the alcohol in instrument C. [1]",position alcohol instrument,67
1543,0460_w14_qp_22.pdf,(d),SUB,"Using the information from instrument C on Fig. 4, state:",information instrument state,59
1544,0460_w14_qp_22.pdf,(i),SUB, the coldest temperature since the instrument was re-set; ,temperature instrument re-set,58
1545,0460_w14_qp_22.pdf,(ii),SUB, the hottest temperature since the instrument was re-set; ,temperature instrument re-set,58
1546,0460_w14_qp_22.pdf,(iii),SUB,the current temperature. [Total: 8 marks],temperature Total marks,43
1547,0460_w14_qp_22.pdf,3,MAIN,Photograph A (Insert) shows an area of tropical rainforest. ,area rainforest,60
1548,0460_w14_qp_22.pdf,(a),SUB, Describe the vegetation shown in the photograph. ,vegetation photograph,50
1549,0460_w14_qp_22.pdf,(b),SUB,"Study Fig. 5, which shows the climate of the area shown in Photograph A. mean mean temperature 300 rainfall",climate area A. temperature rainfall,109
1550,0460_w14_qp_22.pdf,(°C),SUB,(mm) J F M A M J J A S O N D months Fig. 5 Use the information in Fig. 5 to complete the table below. Feature of the climate Amount Description mean temperature of the hottest month hot mean temperature of the coldest month 26 °C annual temperature range very low annual rainfall 2790 mm [Total: 8 marks],mm months information table Feature climate temperature month temperature month temperature rainfall mm Total marks,306
1551,0460_w14_qp_22.pdf,4,MAIN,(a) Photograph B (Insert) shows a settlement in the Caribbean. Describe the housing shown in the photograph. ,Photograph settlement housing photograph,109
1552,0460_w14_qp_22.pdf,(b),SUB,Table 1 shows the population and services of five settlements. Table 1 Number of services Settlement Population primary convenience doctors’ supermarkets secondary schools stores surgery schools A 956 1 4 1 0 0 B 7931 1 7 1 0 0 C 438 0 2 0 0 0 D 10 842 3 8 2 2 1 E 8962 2 7 1 1 0,population services settlements services convenience doctors supermarkets schools stores schools,281
1553,0460_w14_qp_22.pdf,(i),SUB, What is the minimum population needed for a settlement to have a supermarket? ,population settlement supermarket,79
1554,0460_w14_qp_22.pdf,(ii),SUB,"List the settlements shown in Table 1 (A, B, C, D or E) in order of importance in a settlement hierarchy below. Settlement highest lowest [Total: 8 marks]",settlements order importance settlement hierarchy Total marks,156
1555,0460_w14_qp_22.pdf,5,MAIN,"Fig. 6 gives information about the output from subsistence agriculture in the regions of Cameroon, West Africa. output from subsistence",information output subsistence agriculture regions output subsistence,136
1556,0460_w14_qp_22.pdf,11,MAIN,agriculture (thousand tonnes) Nigeria Chad 900 and over 600 – 899 300 – 599 Central 0 – 299,agriculture tonnes,92
1557,0460_w14_qp_22.pdf,55,MAIN,66 African,,11
1558,0460_w14_qp_22.pdf,8,MAIN,Rep. 4 region number 1100 international boundary Atlantic regional boundary Ocean 9 Equatorial Gabon Congo Guinea km Fig. 6,region number,124
1559,0460_w14_qp_22.pdf,(a),SUB, Describe the distribution of the regions with the highest output. ,distribution regions output,67
1560,0460_w14_qp_22.pdf,(b),SUB,(i) Region 1 has a subsistence agriculture area of 360 thousand hectares and an output of 400 thousand tonnes. Plot this information on Fig. 7. [1] 1000 4 region number area of subsistence agriculture,Region subsistence agriculture area thousand hectares output tonnes information region number area subsistence agriculture,202
1561,0460_w14_qp_22.pdf,(thousand hectares),SUB,Fig. 7 erutlucirga ecnetsisbus tuptuo )sennot dnasuoht(,tuptuo sennot dnasuoht,57
1562,0460_w14_qp_22.pdf,(ii),SUB,"Using Fig. 7 opposite, describe the relationship between the output from subsistence agriculture and the area of land that is used to produce it.",relationship output subsistence agriculture area land,147
1563,0460_w14_qp_22.pdf,(c),SUB, State two factors which affect output from subsistence agriculture. ,State factors output subsistence agriculture,69
1564,0460_w14_qp_22.pdf,(d),SUB,"It is not always easy to increase the output from subsistence agriculture. Fig. 8 shows one reason for this. Complete Fig. 8 by adding, in the correct spaces, the following labels: decreasing soil fertility and yields no fertiliser or improved seeds little surplus to sell low or decreased outputs no capital to invest Fig. 8 [Total: 8 marks]",output subsistence agriculture reason spaces labels soil fertility fertiliser seeds capital Total marks,344
1565,0460_w14_qp_22.pdf,6,MAIN,Fig. 9 shows the Mekong River in south east Asia. The Mekong is one of the largest rivers in the world and supplies water for a variety of purposes. Study Fig. 9 and answer the questions on the opposite page. Source of river on Key Tibetan Plateau. Melting snow provides Mekong River much of the dry season flow lower international down the river. boundary Erosion in the upper Mekong provides N much of the sediment carried by the river. Vietnam Trade takes place by small boat. The river is becoming important Thailand for international navigation. In the lower Mekong two thirds of the population are involved in fishing. Fish is the most important protein in the diet of poorer people. Cambodia Vietnam Flood plain and delta are farmed intensively Fig. 9,rivers world supplies water variety purposes questions page Source river season flow river Erosion sediment river place boat river navigation thirds population fishing Fish protein diet people plain delta,759
1566,0460_w14_qp_22.pdf,(a),SUB, Name two countries that have part of their international boundary following the Mekong River. ,Name countries part boundary,95
1567,0460_w14_qp_22.pdf,(b),SUB,Estimate the length of the Mekong River shown on Fig. 9. Circle one correct answer below. 3200 kms 3600 kms 4200 kms 4800 kms [1],length correct answer kms kms kms kms,131
1568,0460_w14_qp_22.pdf,(c),SUB,"Several countries along the Mekong River are building large dams for hydroelectricity and water supply. Using Fig. 9 only, suggest how dam construction might cause problems for people living close to the river.",countries dams hydroelectricity water supply construction problems people river,212
1569,0460_w14_qp_23.pdf,(c),SUB,Cambridge International Examinations Cambridge International General Certificate of Secondary Education GEOGRAPHY 0460/23 Paper 2 October/November 2014,,152
1570,0460_w14_qp_23.pdf,1,MAIN,"hour 30 minutes Candidates answer on the Question Paper. Additional Materials: Ruler Protractor Plain paper Calculator 1:50 000 Survey Map Extract is enclosed with this question paper. READ THESE INSTRUCTIONS FIRST Write your Centre number, candidate number and name in the spaces provided. Write in dark blue or black pen. You may use an HB pencil for any diagrams or graphs. Do not use staples, paper clips, glue or correction fluid. DO NOT WRITE IN ANY BARCODES. Answer all questions. The Insert contains Photograph A for Question 2. The Survey Map Extract and the Insert are not required by the Examiner. Sketch maps and diagrams should be drawn whenever they serve to illustrate an answer. At the end of the examination, fasten all your work securely together. The number of marks is given in brackets [ ] at the end of each question or part question. This document consists of 15 printed pages, blank page and Insert. DC (NF/CGW) 80122/6",hour minutes Materials paper question paper number number name spaces blue pen pencil diagrams graphs staples paper clips glue correction fluid questions maps diagrams answer end examination work number marks brackets end question part question document pages page,944
1571,0460_w14_qp_23.pdf,1,MAIN,"Study the map extract, which is for Ruya River, Zimbabwe. The scale is 1:50 000.",map extract scale,81
1572,0460_w14_qp_23.pdf,(a),SUB,"Fig. 1 shows some of the features in part of the map extract. Study Fig. 1 and the map extract and answer the questions below. Fig. 1 Using the map extract, identify the following features shown on Fig. 1:",features part map extract map extract questions map extract features,207
1573,0460_w14_qp_23.pdf,(b),SUB,"Name the rural settlement patterns of the settlements in the table below. Choose from linear, nucleated and dispersed. Settlement Settlement pattern the settlement in grid square 0117 Madzonga and Chipuru (0312) the settlements in grid squares 0417 and 0418",Name settlement patterns settlements table settlement square settlements squares,259
1574,0460_w14_qp_23.pdf,(c),SUB,"Fig. 2 is a cross section along northing 14 from 040140 to 090140. metres metres Fig. 2 On Fig. 2, using labelled arrows, mark the positions of:",section metres arrows positions,146
1575,0460_w14_qp_23.pdf,(i),SUB,the River Ruya; [1],,21
1576,0460_w14_qp_23.pdf,(ii),SUB,the power line; [1],power line,21
1577,0460_w14_qp_23.pdf,(iii),SUB,a gravel or earth road. [1],gravel earth road,29
1578,0460_w14_qp_23.pdf,(d),SUB, (i) Look at the power line between the point where it crosses the River Ruya and the northern edge of the map. Which compass bearing from grid north does the power line follow from the river crossing? Tick (✓) one correct answer in the table below. Bearing Tick (✓) ,Look power line point edge map compass bearing north power line river crossing correct answer table,267
1579,0460_w14_qp_23.pdf,(ii),SUB, Find where this power line crosses over a hut. State the six figure grid reference of this point. ,power line hut figure reference point,99
1580,0460_w14_qp_23.pdf,(e),SUB,Describe the physical (natural) features of the River Ruya between eastings 02 and 06.,physical features eastings,88
1581,0460_w14_qp_23.pdf,(f),SUB,Fig. 3 shows an area in the south east of the extract that has areas of cultivation. Fig. 3 Use the map extract to describe the distribution of the areas of cultivation in the area shown on Fig. 3. Refer to relief and drainage in your answer. [Total: 20 marks],area east extract areas cultivation map extract distribution areas cultivation area answer Total marks,262
1582,0460_w14_qp_23.pdf,2,MAIN,"(a) Study Fig. 4, which shows the main volcanoes in Ecuador and Photograph A (Insert) which shows one of the volcanoes marked on the map. SOUTH AAMMEERRIICCAANN PPLLAATTEE N PLATE COLOMBIA Cayembe Equator 0° 0°Equator Reventador Pichincha Chacana Antisana Illiniza Sumaco Quilotoa Cotopaxi PACIFIC Chimborazo Tungurahua Sangay ECUADOR SSOOUUTTHH AAMMEERRIICCAANN PPLLAATTEE km Key boundary of Ecuador plate boundary active volcano Andes fold mountains direction of plate movement Fig. 4",volcanoes volcanoes map boundary plate volcano fold direction movement,487
1583,0460_w14_qp_23.pdf,(i),SUB, Photograph A was taken on the Equator and the camera was pointing east. What is the name of the volcano in Photograph A? ,camera name volcano,122
1584,0460_w14_qp_23.pdf,(ii),SUB, Describe the volcano and other physical (natural) features of the landscape on Photograph A. ,volcano features landscape,94
1585,0460_w14_qp_23.pdf,(b),SUB,(i) What type of plate boundary is shown in Fig. 4? Tick one box below. Type of plate boundary Tick (✓) conservative constructive destructive,type plate boundary box Type plate destructive,143
1586,0460_w14_qp_23.pdf,(ii),SUB,"On Fig. 4 (opposite), add the label ‘denser plate’. [1]",opposite label denser plate,57
1587,0460_w14_qp_23.pdf,(iii),SUB,Approximately what is the distance in kilometres from the plate boundary to the nearest volcano? Circle your answer below. 125 225 325 425 [1],distance kilometres plate boundary volcano answer,144
1588,0460_w14_qp_23.pdf,(iv),SUB,Subduction takes place at this plate boundary. What is subduction? [Total: 8 marks],place plate boundary subduction Total marks,85
1589,0460_w14_qp_23.pdf,3,MAIN,"Study Fig. 5, which shows a wet and dry bulb thermometer (hygrometer). –5 0 5 10 15 20 25 30 35 –5 0 5 10 15 20 25 30 35 Fig. 5",wet bulb thermometer hygrometer –5,128
1590,0460_w14_qp_23.pdf,(a),SUB, Name the liquids A and D. ,Name liquids,27
1591,0460_w14_qp_23.pdf,(b),SUB, Feature C links thermometer bulb B to liquid D. Explain why. ,thermometer bulb,62
