Paper_ID,Question_ID,Question_Type,Question_Text,Token_Text,Word_Count
0460_s22_qp_23.pdf,1 ,MAIN,"Study the map extract for Irvine, Scotland. The scale is 1:25 000. ",Study map extract Irvine Scotland scale 1:25,67
0460_s22_qp_23.pdf,(a),SUB," Fig. 1.1 shows some of the features around Irvine. Study Fig. 1.1 and the map extract and answer the questions that follow. Fig. 1.1 Using the map extract, identify the following features shown in Fig. 1.1: ",show feature around Irvine Study map extract answer question follow Using map extract identify following feature shown,208
0460_s22_qp_23.pdf,(i),SUB, the type of road at A ,type road,23
0460_s22_qp_23.pdf,(ii),SUB, feature B ,feature,11
0460_s22_qp_23.pdf,(iii),SUB, feature C ,feature,11
0460_s22_qp_23.pdf,(iv),SUB, the height above sea level of the contour line at D. ,height sea level contour line,54
0460_s22_qp_23.pdf,(b),SUB, Study Fig. 1.1 and the map extract. ,Study map extract,37
0460_s22_qp_23.pdf,(i),SUB," Using the map extract, measure the distance along the railway line from the railway station at E (317386) to the southern edge of the map extract. ",Using map extract measure distance along railway line railway station southern edge map extract,148
0460_s22_qp_23.pdf,(ii),SUB, Measure the bearing from the railway station at E to feature C. ,Measure bearing railway station feature,65
0460_s22_qp_23.pdf,(iii),SUB," Using map evidence, describe the housing and street pattern in Fullarton (3138 and 3238), area F on Fig. 1.1. ",Using map evidence describe housing street pattern Fullarton area,111
0460_s22_qp_23.pdf,(iv),SUB," Using map evidence, suggest reasons for the location of the industrial estate (3338), area G on Fig. 1.1. ",Using map evidence suggest reason location industrial estate area,107
0460_s22_qp_23.pdf,(c),SUB, Describe the human and physical (natural) features of the River Garnock which flows in the west of the map extract. Human features Physical features ,Describe human physical natural feature River Garnock flow west map extract Human feature Physical feature,150
0460_s22_qp_23.pdf,2 ,MAIN,"Study Fig. 2.1 (Insert), which shows the population structure of low-, middle- and high-income countries in 1970 and 2018. ",Study Insert show population structure low- middle- high-income country,123
0460_s22_qp_23.pdf,(a),SUB," (i) In low-income countries, what percentage of the population were aged 15–64 in 2018? ",low-income country percentage population aged 15–64,89
0460_s22_qp_23.pdf,(ii),SUB, Which type of country had the largest growth in the percentage of population aged 15–64 years? ,type country largest growth percentage population aged 15–64 year,96
0460_s22_qp_23.pdf,(iii),SUB, Which type of country had the largest growth in the percentage of population aged ,type country largest growth percentage population aged,83
0460_s22_qp_23.pdf,65 ,MAIN,years and above? ,year,17
0460_s22_qp_23.pdf,(b),SUB, State two reasons why low-income countries have a large proportion of population aged 0–14 years. ,State two reason low-income country large proportion population aged 0–14 year,99
0460_s22_qp_23.pdf,(c),SUB, Suggest three problems caused by an ageing population. ,Suggest three problem caused ageing population,56
0460_s22_qp_23.pdf,3 ,MAIN,Urbanisation can lead to urban sprawl which can affect the natural environment. Figs. 3.1 and 3.2 ,Urbanisation lead urban sprawl affect natural environment,98
0460_s22_qp_23.pdf,(Insert),SUB, show new industrial units and housing in the rural–urban fringe. ,show new industrial unit housing rural–urban fringe,66
0460_s22_qp_23.pdf,(a),SUB," (i) Using evidence from Fig. 3.1, suggest three ways in which the developments are causing a negative impact on the natural environment. ",Using evidence suggest three way development causing negative impact natural environment,138
0460_s22_qp_23.pdf,(ii),SUB," Using evidence from Fig. 3.2, identify two ways in which planners have attempted to reduce the impact on the natural environment. ",Using evidence identify two way planner attempted reduce impact natural environment,131
0460_s22_qp_23.pdf,(b),SUB," Fig. 3.3 (Insert) shows a new shopping development in the rural–urban fringe. Using evidence from Fig. 3.3 only, suggest three reasons why people choose to shop there. ",Insert show new shopping development rural–urban fringe Using evidence suggest three reason people choose shop,169
0460_s22_qp_23.pdf,4 ,MAIN,Fig. 4.1 shows a cross-section through an area affected by an earthquake. ground movement seismic waves Fig. 4.1 ,show cross-section area affected earthquake ground movement seismic wave,113
0460_s22_qp_23.pdf,(a),SUB," Using Fig. 4.1, identify the following features: ",Using identify following feature,50
0460_s22_qp_23.pdf,(b),SUB, Fig. 4.2 shows the number of global deaths caused by earthquakes from 2000 to 2015. number of deaths Fig. 4.2 ,show number global death caused earthquake 2015. number death,111
0460_s22_qp_23.pdf,(i),SUB, Which two years had the highest number of deaths? ,two year highest number death,51
0460_s22_qp_23.pdf,(ii),SUB, Suggest four reasons why the number of deaths caused by earthquakes per year varies. ,Suggest four reason number death caused earthquake per year varies,86
0460_s22_qp_23.pdf,5 ,MAIN,Fig. 5.1 shows the climate of a place in Brazil. temperature 30 rainfall J F M A M J J A S O N D Fig. 5.1 ,show climate place Brazil temperature rainfall,106
0460_s22_qp_23.pdf,(a),SUB, For the climate shown in Fig. 5.1 state the: ,climate shown state,46
0460_s22_qp_23.pdf,(i),SUB, January rainfall ,January rainfall,18
0460_s22_qp_23.pdf,(ii),SUB, annual temperature range. ,annual temperature range,27
0460_s22_qp_23.pdf,(iii),SUB, Which three of the following statements about the climate shown in Fig. 5.1 are true? Tick (3) three boxes below. tick (3) October is the wettest month. February is the driest month. There are two wetter seasons. The annual rainfall is low. The annual temperature range is high. Temperatures are high throughout the year. March is the hottest month. July is the coolest month. ,three following statement climate shown true Tick three box tick October wettest month February driest month two wetter season annual rainfall low annual temperature range high Temperatures high throughout year March hottest month July coolest month,378
0460_s22_qp_23.pdf,(b),SUB," Study Fig. 5.2, which shows a simplified food web for a rainforest. caiman jaguar ocelot SECONDARY CONSUMERS ",Study show simplified food web rainforest caiman jaguar ocelot SECONDARY CONSUMERS,110
0460_s22_qp_23.pdf,(carnivores),SUB, howler spider three-toed PRIMARY monkey monkey sloth CONSUMERS ,howler spider three-toed PRIMARY monkey monkey sloth CONSUMERS,64
0460_s22_qp_23.pdf,(herbivores),SUB, grass banana orchid bromeliad PRODUCERS tree plant (green plants) energy flow Fig. 5.2 ,grass banana orchid bromeliad PRODUCERS tree plant green plant energy flow,88
0460_s22_qp_23.pdf,(i),SUB, Identify two foods eaten by the caiman. ,Identify two food eaten caiman,41
0460_s22_qp_23.pdf,(ii),SUB, Suggest two impacts of a reduced number of orchids. ,Suggest two impact reduced number orchid,53
0460_s22_qp_23.pdf,6 ,MAIN,Fig. 6.1 shows information about a global coffee shop company. Content removed due to copyright restrictions. Fig. 6.1 ,show information global coffee shop company Content removed due copyright restriction,119
0460_s22_qp_23.pdf,(a),SUB," Using Fig. 6.1 only, identify the evidence that this is a transnational company which has undergone globalisation. ",Using identify evidence transnational company undergone globalisation,116
0460_w14_qp_21.pdf,(a),SUB,Cambridge International Examinations Cambridge International General Certificate of Secondary Education GEOGRAPHY 0460/21 Paper 2 October/November 2014 ,Cambridge International Examinations Cambridge International General Certificate Secondary Education GEOGRAPHY 0460/21 Paper October/November,152
0460_w14_qp_21.pdf,1 ,MAIN,"hour 30 minutes Candidates answer on the Question Paper. Additional Materials: Ruler Protractor Plain paper Calculator 1:50 000 Survey Map Extract is enclosed with this Question Paper. READ THESE INSTRUCTIONS FIRST Write your Centre number, candidate number and name in the spaces provided. Write in dark blue or black pen. You may use an HB pencil for any diagrams or graphs. Do not use staples, paper clips, glue or correction fluid. DO NOT WRITE IN ANY BARCODES. Answer all questions. The Insert contains Photographs A and B for Question 3. The Survey Map Extract and the Insert are not required by the Examiner. Sketch maps and diagrams should be drawn whenever they serve to illustrate an answer. At the end of the examination, fasten all your work securely together. The number of marks is given in brackets [ ] at the end of each question or part question. This document consists of 16 printed pages and Insert. DC (NF/CGW) 80064/5 ",hour minute Candidates answer Question Paper Additional Materials Ruler Protractor Plain paper Calculator 1:50 Survey Map Extract enclosed Question Paper READ INSTRUCTIONS FIRST Write Centre number candidate number name space provided Write dark blue black pen may use HB pencil diagram graph use staple paper clip glue correction fluid WRITE BARCODES Answer question Insert contains Photographs Question Survey Map Extract Insert required Examiner Sketch map diagram drawn whenever serve illustrate answer end examination fasten work securely together number mark given bracket end question part question document consists printed page Insert DC NF/CGW 80064/5,939
0460_w14_qp_21.pdf,1 ,MAIN,"Study the map extract, which is for Matshiya, Zimbabwe. The scale is 1:50 000. ",Study map extract Matshiya Zimbabwe scale 1:50,79
0460_w14_qp_21.pdf,(a),SUB," Fig. 1 shows some of the features in the south east of the map extract. Study Fig. 1 and the map extract, and answer the questions on the opposite page. Fig. 1 Using the map extract, identify the following features shown on Fig. 1: ",show feature south east map extract Study map extract answer question opposite page Using map extract identify following feature shown,233
0460_w14_qp_21.pdf,(i),SUB, the name of river A; ,name river,22
0460_w14_qp_21.pdf,(ii),SUB, feature B; ,feature,12
0460_w14_qp_21.pdf,(iii),SUB, feature C; ,feature,12
0460_w14_qp_21.pdf,(iv),SUB, the height above sea level at point D; ,height sea level point,40
0460_w14_qp_21.pdf,(v),SUB, the main land use in area E; ,main land use area,30
0460_w14_qp_21.pdf,(vi),SUB, feature F. ,feature,12
0460_w14_qp_21.pdf,(b),SUB, Look at the Nkazhe river in the south of the map extract. Which four of the following statements about the river are true? Tick four boxes in the table below. Statement Tick (✓) The river flows towards the north The river is about 100 metres wide The river flows across land lower than 800 metres above sea level The river runs through orchard or plantation The river has many tributaries The river flows towards the east There is a dam on the river There are rapids on the river The river meanders There are waterfalls on the river ,Look Nkazhe river south map extract four following statement river true Tick four box table Statement Tick river flow towards north river metre wide river flow across land lower metre sea level river run orchard plantation river many tributary river flow towards east dam river rapid river river meander waterfall river,534
0460_w14_qp_21.pdf,(c),SUB, (i) What is the main settlement pattern shown on the map? Tick (✓) one correct answer below. Tick (✓) dispersed linear nucleated ,main settlement pattern shown map Tick one correct answer Tick dispersed linear nucleated,130
0460_w14_qp_21.pdf,(ii),SUB, Suggest one reason why this settlement pattern has developed. ,Suggest one reason settlement pattern developed,63
0460_w14_qp_21.pdf,(iii),SUB, Study the settlements shown on the map. What is the main type of building in the settlements? ,Study settlement shown map main type building settlement,95
0460_w14_qp_21.pdf,(d),SUB," Fig. 2 is a cross section from north to south through Banbanika hill and the Nkazhe river from 282900 to 282850. north south metres 1120 1120 metres above 1040 1040 above sea level sea level Fig. 2 On Fig. 2, using labelled arrows, mark the positions of: ",cross section north south Banbanika hill Nkazhe river 282850. north south metre metre sea level sea level using labelled arrow mark position,256
0460_w14_qp_21.pdf,(i),SUB, the Nkazhe river; [1] ,Nkazhe river,23
0460_w14_qp_21.pdf,(ii),SUB, the south facing slope of Banbanika hill; [1] ,south facing slope Banbanika hill,47
0460_w14_qp_21.pdf,(iii),SUB, a track. [1] ,track,14
0460_w14_qp_21.pdf,(e),SUB, A person travels along the road from Nkazhi School to Matshiya School. The location of the two schools and the road is shown on Fig. 3. Nkazhi School Matshiya School Fig. 3 ,person travel along road Nkazhi School Matshiya School location two school road shown Nkazhi School Matshiya School,174
0460_w14_qp_21.pdf,(i),SUB, What is the main type of land-use on either side of the road? ,main type land-use either side road,63
0460_w14_qp_21.pdf,(ii),SUB, In which compass direction does the person travel from Nkazhi School to Matshiya School? Tick (✓) one correct answer in the table below. Tick (✓) ,compass direction person travel Nkazhi School Matshiya School Tick one correct answer table Tick,147
0460_w14_qp_21.pdf,(iii),SUB, Estimate the distance that the person travels. Tick (✓) one correct answer in the table below. Tick (✓) ,Estimate distance person travel Tick one correct answer table Tick,105
0460_w14_qp_21.pdf,(iv),SUB, What is the average height above sea level of the road? Tick (✓) one correct answer in the table below. Tick (✓) 900 metres 940 metres 980 metres 1000 metres [Total: 20 marks] ,average height sea level road Tick one correct answer table Tick metre metre metre metre Total mark,177
0460_w14_qp_21.pdf,2 ,MAIN,"(a) Fig. 4 shows some recent international population migrations affecting Asia. Arctic Ocean Russia Atlantic China Pakistan Philippines Indian Pacific Ocean population migration Fig. 4 Using Fig. 4 only, describe the different population migrations affecting Asia. ",show recent international population migration affecting Asia Arctic Ocean Russia Atlantic China Pakistan Philippines Indian Pacific Ocean population migration Using describe different population migration affecting Asia,266
0460_w14_qp_21.pdf,(b),SUB, Fig. 5 gives information about the populations of four countries. It shows statistics about the percentage of each country’s population born in another country. total total total total 4.9 5.8 38.3 5.9 million million million million of total of total population population France UK USA Canada Fig. 5 ,give information population four country show statistic percentage country population born another country total total total total million million million million total total population population France UK USA Canada,303
0460_w14_qp_21.pdf,(i),SUB, Which one of the four countries has the greatest percentage of people born in another country and what is the percentage? ,one four country greatest percentage people born another country percentage,123
0460_w14_qp_21.pdf,(ii),SUB, Which one of the four countries has the least number of people born in another country and what is the number? ,one four country least number people born another country number,112
0460_w14_qp_21.pdf,(iii),SUB," Using information from Fig. 5, how do the statistics for the USA differ from those of the other three countries? [Total: 8 marks] ",Using information statistic USA differ three country Total mark,131
0460_w14_qp_21.pdf,3 ,MAIN,Photographs A and B (Insert) show two river valleys. ,Photographs Insert show two river valley,53
0460_w14_qp_21.pdf,(a),SUB," Identify features X, Y and Z on Photograph A. Choose your answers from the list below: flood plain, V-shaped valley, meanders, plateau, levees, interlocking spurs. ",Identify feature Photograph Choose answer list flood plain V-shaped valley meander plateau levee interlocking spur,165
0460_w14_qp_21.pdf,(b),SUB, Describe the river and the relief of the valley in Photograph B. [Total: 8 marks] ,Describe river relief valley Photograph Total mark,83
0460_w14_qp_21.pdf,4 ,MAIN,Fig. 6 shows the areas of tropical rainforest climate and tropical desert climate in South America. Fig. 7 shows the climates of Arica in the tropical desert and Iquitos in the tropical rainforest. Study Figs 6 and 7 and answer the questions on the opposite page. Iquitos tropical rainforest climate tropical desert climate Fig. 6 Arica Iquitos annual rainfall 2878 mm annual annual 200 rainfall 200 rainfall annual rainfall 0.8 mm (mm) (mm) J F M A M J J A S O N D J F M A M J J A S O N D Fig. 7 erutarepmet erutarepmet ,show area tropical rainforest climate tropical desert climate South America show climate Arica tropical desert Iquitos tropical rainforest Study answer question opposite page Iquitos tropical rainforest climate tropical desert climate Arica Iquitos annual rainfall mm annual annual rainfall rainfall annual rainfall mm mm mm erutarepmet erutarepmet,521
0460_w14_qp_21.pdf,(a),SUB, Describe the distribution of the area of tropical rainforest climate shown on Fig. 6. ,Describe distribution area tropical rainforest climate shown,87
0460_w14_qp_21.pdf,(b),SUB, Describe the difference between the annual temperature range at Arica and the annual temperature range at Iquitos shown on Fig. 7. ,Describe difference annual temperature range Arica annual temperature range Iquitos shown,132
0460_w14_qp_21.pdf,(c),SUB, (i) Give reasons for the amount of rainfall at Arica. ,Give reason amount rainfall Arica,55
0460_w14_qp_21.pdf,(ii),SUB, Give reasons for the temperatures at Iquitos. [Total: 8 marks] ,Give reason temperature Iquitos Total mark,64
0460_w14_qp_21.pdf,5 ,MAIN,Table 1 shows the use of agricultural land in Kazakhstan. Table 1 Land use Percentage of total area pasture 61 arable 32 fallow 4 ,Table show use agricultural land Kazakhstan Table Land use Percentage total area pasture arable fallow,130
0460_w14_qp_21.pdf,(a),SUB, Use information from Table 1 to complete Fig. 8 below. Use the key provided. [2] pasture arable fallow Fig. 8 ,Use information Table complete Use key provided pasture arable fallow,111
0460_w14_qp_21.pdf,(b),SUB, (i) What is the difference between commercial farming and subsistence farming? ,difference commercial farming subsistence farming,80
0460_w14_qp_21.pdf,(ii),SUB, Describe one difference between intensive farming and extensive farming. ,Describe one difference intensive farming extensive farming,74
0460_w14_qp_21.pdf,(c),SUB," Fig. 9 gives information about wheat farming in Kazakhstan. Wheat farming in Kazakhstan in north-central Kazakhstan where there are fertile soils and the land is flat. Individual fields frequently measure over 400 hectares. Precipitation is low, about 450 mm per year, and wheat fields in this region are not irrigated. The region is subject to frequent drought. The use of fertilizer increased by nearly 500% between 1999 and 2007 and continues to increase due in part to the government subsidising prices. A technological factor contributing The government provides support to agricultural research facilities. replacement of ageing combined harvesters with new equipment. 77% of the total grain output is produced on farms that are larger than 5000 hectares. Family farms are substantially smaller than this. Family farms and the larger farms produce mainly for sale rather than for private consumption. Fig. 9 ",give information wheat farming Kazakhstan Wheat farming Kazakhstan north-central Kazakhstan fertile soil land flat Individual field frequently measure hectare Precipitation low mm per year wheat field region irrigated region subject frequent drought use fertilizer increased nearly continues increase due part government subsidising price technological factor contributing government provides support agricultural research facility replacement ageing combined harvester new equipment total grain output produced farm larger hectare Family farm substantially smaller Family farm larger farm produce mainly sale rather private consumption,915
0460_w14_qp_21.pdf,(i),SUB," Using Fig. 9 only, give one physical input of wheat farming in Kazakhstan. ",Using give one physical input wheat farming Kazakhstan,76
0460_w14_qp_21.pdf,(ii),SUB," Using Fig. 9 only, give one human input of wheat farming in Kazakhstan. ",Using give one human input wheat farming Kazakhstan,73
0460_w14_qp_21.pdf,(iii),SUB, Is wheat farming in Kazakhstan commercial or subsistence? Give one piece of evidence from Fig. 9 to support your answer. ,wheat farming Kazakhstan commercial subsistence Give one piece evidence support answer,122
0460_w14_qp_21.pdf,(iv),SUB, Is wheat farming in Kazakhstan intensive or extensive? Give one piece of evidence from Fig. 9 to support your answer. [Total: 8 marks] ,wheat farming Kazakhstan intensive extensive Give one piece evidence support answer Total mark,136
0460_w14_qp_21.pdf,6 ,MAIN,"Bulgaria, a country in eastern Europe, is encouraging industrial development. ",Bulgaria country eastern Europe encouraging industrial development,78
0460_w14_qp_21.pdf,(a),SUB," Table 2 shows the current employment structure in Bulgaria. Table 2 Sector Percentage of employment primary 8 secondary 35 tertiary 57 Use the information in Table 2 to complete Fig. 10, the divided bar graph below. Use the key provided. [2] Key primary secondary tertiary Fig. 10 ",Table show current employment structure Bulgaria Table Sector Percentage employment primary secondary tertiary Use information Table complete divided bar graph Use key provided Key primary secondary tertiary,282
0460_w14_qp_21.pdf,(b),SUB," Development is being encouraged at three industrial sites near the city of Plovdiv. These are at Kuklen, Maritsa and Parvomay. The three sites and their sizes are shown on Fig. 11. Study Fig. 11 and answer the questions on pages 15 and 16. Maritsa ",Development encouraged three industrial site near city Plovdiv Kuklen Maritsa Parvomay three site size shown Study answer question page Maritsa,249
0460_w14_qp_21.pdf,(2 000 000 m2),SUB, Parvomay Plovdiv ,Parvomay Plovdiv,18
0460_w14_qp_21.pdf,(population 340 000),SUB, (1 000 000 m2) Kuklen ,m2 Kuklen,23
0460_w14_qp_21.pdf,(470 000 m2),SUB," 0 10 Asenovgrad (population 60 000) km to resorts in Rodopi Mountains industrial site and area (m2) motorway urban area main road A airport railway Fig. 11 For each of the following factors, choose the site which offers the best facilities. Tick one box for each factor and give a reason for your choice. ",Asenovgrad population resort Rodopi Mountains industrial site area m2 motorway urban area main road airport railway following factor choose site offer best facility Tick one box factor give reason choice,306
0460_w14_qp_21.pdf,(i),SUB, Road transport Site Kuklen Maritsa Parvomay No difference Tick (✓) ,Road transport Site Kuklen Maritsa Parvomay difference Tick,68
0460_w14_qp_21.pdf,(ii),SUB, Air transport Site Kuklen Maritsa Parvomay No difference Tick (✓) ,Air transport Site Kuklen Maritsa Parvomay difference Tick,67
0460_w14_qp_21.pdf,(iii),SUB, Rail transport Site Kuklen Maritsa Parvomay No difference Tick (✓) ,Rail transport Site Kuklen Maritsa Parvomay difference Tick,68
0460_w14_qp_21.pdf,(iv),SUB, Market and labour supply Site Kuklen Maritsa Parvomay No difference Tick (✓) ,Market labour supply Site Kuklen Maritsa Parvomay difference Tick,78
0460_w14_qp_21.pdf,(v),SUB, Amount of land available Site Kuklen Maritsa Parvomay No difference Tick (✓) ,Amount land available Site Kuklen Maritsa Parvomay difference Tick,78
0460_w14_qp_22.pdf,(v),SUB,Cambridge International Examinations Cambridge International General Certificate of Secondary Education GEOGRAPHY 0460/22 Paper 2 October/November 2014 ,Cambridge International Examinations Cambridge International General Certificate Secondary Education GEOGRAPHY 0460/22 Paper October/November,152
0460_w14_qp_22.pdf,1 ,MAIN,"hour 30 minutes Candidates answer on the Question Paper. Additional Materials: Ruler Protractor Plain paper Calculator 1:50 000 Survey Map Extract is enclosed with this Question Paper. READ THESE INSTRUCTIONS FIRST Write your Centre number, candidate number and name in the spaces provided. Write in dark blue or black pen. You may use an HB pencil for any diagrams or graphs. Do not use staples, paper clips, glue or correction fluid. DO NOT WRITE IN ANY BARCODES. Answer all questions. The Insert contains Photograph A for Question 3 and Photograph B for Question 4. The Survey Map Extract and the Insert are not required by the Examiner. Sketch maps and diagrams should be drawn whenever they serve to illustrate an answer. At the end of the examination, fasten all your work securely together. The number of marks is given in brackets [ ] at the end of each question or part question. This document consists of 15 printed pages, blank page and Insert. DC (NF/CGW) 80245/8 ",hour minute Candidates answer Question Paper Additional Materials Ruler Protractor Plain paper Calculator 1:50 Survey Map Extract enclosed Question Paper READ INSTRUCTIONS FIRST Write Centre number candidate number name space provided Write dark blue black pen may use HB pencil diagram graph use staple paper clip glue correction fluid WRITE BARCODES Answer question Insert contains Photograph Question Photograph Question Survey Map Extract Insert required Examiner Sketch map diagram drawn whenever serve illustrate answer end examination fasten work securely together number mark given bracket end question part question document consists printed page blank page Insert DC NF/CGW 80245/8,976
0460_w14_qp_22.pdf,1 ,MAIN,"Study the map extract for Doelfontein, Zimbabwe. The scale is 1:50 000. ",Study map extract Doelfontein Zimbabwe scale 1:50,72
0460_w14_qp_22.pdf,(a),SUB," Fig. 1 shows some of the features in the north west part of the map extract. Study Fig. 1 and the map extract, and answer the questions below. Fig. 1 Using the map extract, identify the following features shown on Fig. 1: ",show feature north west part map extract Study map extract answer question Using map extract identify following feature shown,223
0460_w14_qp_22.pdf,(i),SUB, feature A; ,feature,12
0460_w14_qp_22.pdf,(ii),SUB, feature B; ,feature,12
0460_w14_qp_22.pdf,(iii),SUB, the height above sea level of the spot height at C; ,height sea level spot height,53
0460_w14_qp_22.pdf,(iv),SUB, the height above sea level of the contour at D; ,height sea level contour,49
0460_w14_qp_22.pdf,(v),SUB, the type of road at E. ,type road,24
0460_w14_qp_22.pdf,(b),SUB," Find the Big Ben mining area (1681,1680) in the east of the map extract. Give map evidence for mining in this area. ","Find Big Ben mining area 1681,1680 east map extract Give map evidence mining area",117
0460_w14_qp_22.pdf,(c),SUB, Find Mt Cazalet and Spitzkop hill in the west of the map extract. ,Find Mt Cazalet Spitzkop hill west map extract,67
0460_w14_qp_22.pdf,(i),SUB, Give the six figure grid reference for the trigonometrical station at the top of Mt Cazalet. ,Give six figure grid reference trigonometrical station top Mt Cazalet,94
0460_w14_qp_22.pdf,(ii),SUB, Give the bearing from grid north to the top of Spitzkop hill from the top of Mt Cazalet. ,Give bearing grid north top Spitzkop hill top Mt Cazalet,90
0460_w14_qp_22.pdf,(iii),SUB, Give the compass direction to the top of Spitzkop hill from the top of Mt Cazalet. ,Give compass direction top Spitzkop hill top Mt Cazalet,84
0460_w14_qp_22.pdf,(d),SUB," Fig. 2 is a cross section along northing 78 from 100780 to 150780. Fig. 2 On Fig. 2, using labelled arrows, mark the positions of: ",cross section along northing using labelled arrow mark position,132
0460_w14_qp_22.pdf,(i),SUB, the wide tarred road; [1] ,wide tarred road,27
0460_w14_qp_22.pdf,(ii),SUB, the 33 kV power line; [1] ,kV power line,27
0460_w14_qp_22.pdf,(iii),SUB, the railway. [1] sertem sertem ,railway sertem sertem,32
0460_w14_qp_22.pdf,(e),SUB," Fig. 3 shows the location of two areas in the north of the map extract. These are Judds Farm and Exchange. Study the two areas and answer the questions below. JUDDS FARM EXCHANGE Fig. 3 The table below compares the features of the two areas. Complete the table by putting ticks in the correct five boxes. Use only one tick for each row. area at area at both these neither of Judds Farm Exchange areas these areas Example: tarred road track, cut line or game dip tank reservoir flat or gently sloping land drainage flows to the [Total: 20 marks] ",show location two area north map extract Judds Farm Exchange Study two area answer question JUDDS FARM EXCHANGE table compare feature two area Complete table putting tick correct five box Use one tick row area area neither Judds Farm Exchange area area Example tarred road track cut line game dip tank reservoir flat gently sloping land drainage flow Total mark,546
0460_w14_qp_22.pdf,2 ,MAIN,"Fig. 4 shows three instruments, A, B and C, kept at a weather station. Study Fig. 4 and answer the questions on the opposite page. –25 40 –20 35 –15 30 –10 25 ",show three instrument kept weather station Study answer question opposite page –25 –20 –15 –10,159
0460_w14_qp_22.pdf,25 ,MAIN,–10 ,–10,4
0460_w14_qp_22.pdf,30 ,MAIN,–15 ,–15,4
0460_w14_qp_22.pdf,35 ,MAIN,–20 ,–20,4
0460_w14_qp_22.pdf,40 ,MAIN,–25 Fig. 4 ,–25,11
0460_w14_qp_22.pdf,(a),SUB," Identify instruments A, B and C. ",Identify instrument,34
0460_w14_qp_22.pdf,(b),SUB," Using instrument A on Fig. 4, state the direction from which the wind is blowing. ",Using instrument state direction wind blowing,83
0460_w14_qp_22.pdf,(c),SUB," On Fig. 4, label the position of the alcohol in instrument C. [1] ",label position alcohol instrument C.,67
0460_w14_qp_22.pdf,(d),SUB," Using the information from instrument C on Fig. 4, state: ",Using information instrument state,59
0460_w14_qp_22.pdf,(i),SUB, the coldest temperature since the instrument was re-set; ,coldest temperature since instrument re-set,58
0460_w14_qp_22.pdf,(ii),SUB, the hottest temperature since the instrument was re-set; ,hottest temperature since instrument re-set,58
0460_w14_qp_22.pdf,(iii),SUB, the current temperature. [Total: 8 marks] ,current temperature Total mark,43
0460_w14_qp_22.pdf,3 ,MAIN,Photograph A (Insert) shows an area of tropical rainforest. ,Photograph Insert show area tropical rainforest,60
0460_w14_qp_22.pdf,(a),SUB, Describe the vegetation shown in the photograph. ,Describe vegetation shown photograph,50
0460_w14_qp_22.pdf,(b),SUB," Study Fig. 5, which shows the climate of the area shown in Photograph A. mean mean temperature 300 rainfall ",Study show climate area shown Photograph A. mean mean temperature rainfall,109
0460_w14_qp_22.pdf,(°C),SUB, (mm) J F M A M J J A S O N D months Fig. 5 Use the information in Fig. 5 to complete the table below. Feature of the climate Amount Description mean temperature of the hottest month hot mean temperature of the coldest month 26 °C annual temperature range very low annual rainfall 2790 mm [Total: 8 marks] ,mm month Use information complete table Feature climate Amount Description mean temperature hottest month hot mean temperature coldest month °C annual temperature range low annual rainfall mm Total mark,306
0460_w14_qp_22.pdf,4 ,MAIN,(a) Photograph B (Insert) shows a settlement in the Caribbean. Describe the housing shown in the photograph. ,Photograph Insert show settlement Caribbean Describe housing shown photograph,109
0460_w14_qp_22.pdf,(b),SUB, Table 1 shows the population and services of five settlements. Table 1 Number of services Settlement Population primary convenience doctors’ supermarkets secondary schools stores surgery schools A 956 1 4 1 0 0 B 7931 1 7 1 0 0 C 438 0 2 0 0 0 D 10 842 3 8 2 2 1 E 8962 2 7 1 1 0 ,Table show population service five settlement Table Number service Settlement Population primary convenience doctor supermarket secondary school store surgery school,281
0460_w14_qp_22.pdf,(i),SUB, What is the minimum population needed for a settlement to have a supermarket? ,minimum population needed settlement supermarket,79
0460_w14_qp_22.pdf,(ii),SUB," List the settlements shown in Table 1 (A, B, C, D or E) in order of importance in a settlement hierarchy below. Settlement highest lowest [Total: 8 marks] ",List settlement shown Table order importance settlement hierarchy Settlement highest lowest Total mark,156
0460_w14_qp_22.pdf,5 ,MAIN,"Fig. 6 gives information about the output from subsistence agriculture in the regions of Cameroon, West Africa. output from subsistence ",give information output subsistence agriculture region Cameroon West Africa output subsistence,136
0460_w14_qp_22.pdf,11 ,MAIN,agriculture (thousand tonnes) Nigeria Chad 900 and over 600 – 899 300 – 599 Central 0 – 299 ,agriculture thousand tonne Nigeria Chad Central,92
0460_w14_qp_22.pdf,55 ,MAIN,66 African ,African,11
0460_w14_qp_22.pdf,8 ,MAIN,Rep. 4 region number 1100 international boundary Atlantic regional boundary Ocean 9 Equatorial Gabon Congo Guinea km Fig. 6 ,Rep. region number international boundary Atlantic regional boundary Ocean Equatorial Gabon Congo Guinea,124
0460_w14_qp_22.pdf,(a),SUB, Describe the distribution of the regions with the highest output. ,Describe distribution region highest output,67
0460_w14_qp_22.pdf,(b),SUB, (i) Region 1 has a subsistence agriculture area of 360 thousand hectares and an output of 400 thousand tonnes. Plot this information on Fig. 7. [1] 1000 4 region number area of subsistence agriculture ,Region subsistence agriculture area thousand hectare output thousand tonne Plot information region number area subsistence agriculture,202
